"mex.t"	"mex.male"	"mex.age"	"mex.education"	"mex.y.all"	"mex.vote"	"mex.age2"	"mex.interest"	"mex.married"	"mex.pidpanw2"	"mex.pidprdw2"	"mex.pidpriw2"	"mex.votecard"	"mex.urban"	"mex.cleanelections"	"mex.metro"	"mex.centralregion"	"mex.northregion"	"mex.wealth"	"mex.epnapprove"	"mex.havepropoganda"	"mex.concurrent"	"mex.cleanelectionsmiss"	"mex.loyal"	"mex.direct"
"735"	0	0	4.1	5	1	0	16.81	2	1	1	0	0	0	1	0	0	0	0	-2.19520616531372	7	0	0	1	0	0
"736"	1	0	3.3	3	2	1	10.89	2	1	1	0	0	0	1	3	0	0	0	-2.19520616531372	6	0	0	0	1	0
"737"	0	0	2.5	5	1	1	6.25	2	0	0	0	0	0	1	3	0	0	0	-1.37199747562408	9	0	0	0	0	0
"738"	0	1	2.7	9	3	1	7.29	3	0	0	1	0	0	1	3	0	0	0	0.617024123668671	8	1	0	0	0	0
"739"	1	0	6.4	2	0	0	40.96	1	1	0	1	0	0	1	0	0	0	0	-0.416981279850006	10	0	0	1	0	0
"740"	0	0	4.2	7	1	0	17.64	3	1	1	0	0	0	1	3	0	0	0	-1.37199747562408	7	0	0	0	1	0
"741"	1	1	3.7	3	1	1	13.69	4	1	0	0	1	1	1	2	0	0	0	-0.341331571340561	10	0	0	0	1	0
"742"	1	1	3.9	5	3	1	15.21	1	1	0	1	0	1	1	4	0	0	0	-1.29634773731232	1	1	0	0	1	0
"743"	0	0	4	3	0	1	16	3	0	1	0	0	1	1	3	0	0	0	-0.341331571340561	6	0	0	0	1	0
"747"	1	0	3	3	0	1	9	1	0	0	0	0	1	1	1	0	0	0	-2.19520616531372	10	0	1	0	0	0
"748"	1	0	3.1	7	0	1	9.61	2	0	0	0	1	1	1	1	0	0	0	-1.24018979072571	10	0	1	0	1	0
"749"	0	0	4.6	7	2	1	21.16	2	0	0	1	0	1	1	4	0	0	0	-2.19520616531372	1	0	1	0	1	0
"751"	0	1	2.8	7	1	1	7.84	2	0	0	0	0	0	1	1	0	0	0	-1.24018979072571	8	0	1	0	0	0
"752"	1	1	5.1	8	1	1	26.01	2	1	0	0	0	1	0	3	0	0	0	1.57204031944275	9	0	1	0	0	0
"753"	1	0	2.8	4	1	1	7.84	1	1	0	1	0	1	0	2	0	0	0	-2.19520616531372	6	0	1	0	1	0
"754"	0	1	2.1	6	3	0	4.41	2	0	0	0	0	0	0	4	0	0	0	-0.341331571340561	9	0	1	0	0	0
"755"	1	0	4.3	5	1	0	18.49	2	1	1	0	0	0	0	4	0	0	0	-2.19520616531372	6	0	1	0	1	1
"756"	1	1	5.1	3	0	1	26.01	1	1	0	0	1	1	0	2	0	0	0	-1.24018979072571	9	0	1	0	0	0
"757"	0	1	3.6	2	1	1	12.96	1	0	1	0	0	1	0	3	0	0	0	-1.24018979072571	7	0	1	0	1	0
"758"	1	1	3.2	8	1	1	10.24	4	0	1	0	0	1	1	4	0	0	0	-2.19520616531372	9	0	1	0	1	0
"759"	0	0	2.4	8	3	1	5.76	2	1	0	1	0	1	1	4	0	0	0	1.57204031944275	4	0	1	0	1	0
"760"	1	0	4	7	1	1	16	3	1	0	0	1	1	1	3	0	0	0	-1.29634773731232	10	0	1	0	0	0
"761"	1	0	6.2	2	4	1	38.44	2	1	0	0	1	1	1	3	0	0	0	-2.19520616531372	10	0	1	0	1	0
"762"	0	0	3.3	9	1	1	10.89	1	1	0	0	0	1	1	4	0	0	0	-1.29634773731232	11	0	1	0	0	0
"763"	1	0	4.7	3	3	0	22.09	1	1	0	0	0	0	1	4	0	0	0	0.481876999139786	7	0	1	0	0	0
"764"	1	0	6.6	5	1	1	43.56	1	0	0	0	0	1	1	4	0	0	0	-3.09287762641907	8	0	1	0	0	0
"765"	0	0	3.9	5	1	1	15.21	2	1	0	0	0	0	1	4	0	0	0	-2.19520616531372	9	0	1	0	0	0
"766"	0	0	3.6	7	1	1	12.96	2	1	0	0	0	1	1	4	0	0	0	-1.37199747562408	9	0	1	0	0	0
"768"	0	1	6.1	1	0	1	37.21	3	0	1	0	0	1	1	4	0	0	0	-1.37199747562408	7	0	1	0	0	0
"769"	1	1	5.2	4	1	0	27.04	2	0	0	0	0	0	1	2	0	0	0	-2.19520616531372	8	0	1	0	0	0
"771"	0	0	4.7	7	1	1	22.09	1	0	0	0	1	1	1	2	0	0	0	-1.24018979072571	9	0	1	0	1	0
"774"	1	1	3.4	6	3	1	11.56	4	1	0	0	0	0	1	1	0	0	0	-1.24018979072571	8	0	1	0	0	0
"775"	0	1	3.8	5	3	1	14.44	2	1	0	1	0	0	1	2	0	0	0	-1.37199747562408	6	0	1	0	0	0
"776"	1	0	3.1	7	2	1	9.61	4	1	0	1	0	1	1	2	0	0	0	-1.24018979072571	10	0	1	0	0	0
"778"	1	0	2	3	3	0	4	1	0	0	0	0	0	1	2	0	0	0	-1.29634773731232	6	0	1	0	0	0
"779"	0	0	3.3	2	1	1	10.89	4	1	0	0	0	1	1	4	0	0	0	-1.37199747562408	1	0	1	0	0	0
"780"	1	0	4.2	9	4	0	17.64	1	1	0	0	0	0	1	4	0	0	0	-0.150026470422745	6	0	1	0	0	1
"781"	0	1	6.9	2	2	1	47.61	1	1	0	1	0	1	0	3	0	0	0	-0.416981279850006	8	0	1	0	0	0
"782"	1	0	2.5	7	2	1	6.25	2	0	0	1	0	1	0	3	0	0	0	-2.19520616531372	8	0	1	0	0	0
"783"	0	1	2.2	2	2	1	4.84	3	1	0	0	1	1	0	2	0	0	0	-2.19520616531372	9	0	1	0	0	0
"784"	0	0	4.1	1	0	1	16.81	1	0	0	0	1	1	1	2	0	0	0	-2.19520616531372	10	0	0	0	1	0
"785"	1	0	3.9	4	1	1	15.21	3	1	0	0	1	1	0	1	0	0	0	-1.24018979072571	9	0	0	0	0	0
"786"	0	0	5.3	3	0	1	28.09	2	0	0	1	0	1	1	2	0	0	0	-2.13786149024963	1	0	0	0	1	0
"787"	0	0	2.9	4	0	0	8.41	2	0	0	0	1	0	1	3	0	0	0	-2.19520616531372	6	0	0	0	0	0
"788"	1	1	4	5	1	1	16	2	0	0	0	1	1	1	1	0	0	0	-1.24018979072571	9	0	0	0	0	0
"789"	0	1	2.1	4	1	1	4.41	2	1	0	1	0	1	1	3	0	0	0	-2.19520616531372	6	0	0	0	1	0
"790"	0	1	4.4	2	1	1	19.36	1	1	0	0	1	1	1	2	0	0	0	-2.19520616531372	9	0	0	0	0	0
"791"	1	0	3.6	5	1	1	12.96	2	1	0	0	1	1	1	2	0	0	0	-0.473139226436615	9	0	0	0	0	0
"792"	1	1	3.2	5	1	1	10.24	2	1	0	0	1	1	0	2	0	0	0	-2.19520616531372	6	0	0	0	1	0
"793"	0	0	2.6	7	0	1	6.76	1	0	0	1	0	1	1	2	0	0	0	-2.19520616531372	9	0	0	0	0	0
"794"	1	1	3.4	9	1	1	11.56	2	1	0	0	0	1	1	0	0	0	0	-1.24018979072571	9	0	0	1	0	0
"795"	0	0	7.8	1	2	1	60.84	4	1	0	0	1	1	1	2	0	0	0	-2.19520616531372	10	0	0	0	1	0
"796"	1	1	4.5	9	2	1	20.25	2	1	0	0	0	1	1	4	0	0	0	2.67367696762085	3	0	0	0	0	0
"797"	0	1	3.7	7	2	1	13.69	2	1	0	1	0	1	1	3	0	0	0	1.57204031944275	1	0	0	0	0	0
"798"	1	1	6	7	1	1	36	2	1	0	0	1	1	1	0	0	0	0	2.67367696762085	9	0	0	1	0	0
"799"	1	0	5.6	3	2	1	31.36	2	1	0	0	0	1	1	1	0	0	0	-2.19520616531372	6	0	0	0	0	0
"801"	1	1	2	7	2	1	4	3	0	0	1	0	1	1	4	0	0	0	0.481876999139786	5	0	0	0	0	0
"802"	0	1	2.5	6	1	1	6.25	2	1	0	0	1	1	1	2	0	0	0	-0.138553187251091	9	0	0	0	0	0
"803"	1	1	2.9	3	3	1	8.41	3	1	0	1	0	1	1	3	0	0	0	0.684655368328094	6	0	0	0	0	0
"804"	1	1	2.7	6	3	1	7.29	1	1	0	0	0	0	1	2	0	0	0	-2.19520616531372	6	0	0	0	0	0
"805"	0	1	4.9	2	1	1	24.01	3	1	0	0	1	1	1	3	0	0	0	-1.37199747562408	1	0	0	0	1	0
"806"	0	0	2.8	9	1	1	7.84	1	1	0	0	0	1	1	0	0	0	0	-1.37199747562408	6	0	0	1	0	0
"807"	1	0	2.5	9	2	1	6.25	4	0	0	0	0	1	1	2	0	0	0	1.77481877803802	8	0	0	0	0	0
"808"	1	1	3.3	3	1	1	10.89	1	1	0	0	0	1	1	0	0	0	0	-1.37199747562408	9	0	0	1	0	0
"810"	0	0	6.8	1	1	0	46.24	2	0	1	0	0	0	1	3	0	0	0	-2.19520616531372	7	0	0	0	0	1
"811"	1	1	6.3	2	1	1	39.69	2	1	0	1	0	0	1	2	0	0	0	-0.341331571340561	6	0	0	0	0	0
"813"	1	1	4	4	2	1	16	2	0	0	0	1	1	1	3	0	0	0	-0.473139226436615	11	0	0	0	0	0
"814"	0	1	2.7	5	2	1	7.29	2	0	1	0	0	0	1	4	0	0	0	-2.19520616531372	7	0	0	0	1	0
"815"	1	0	2	5	2	1	4	2	0	1	0	0	1	1	4	0	0	0	-0.416981279850006	7	0	0	0	0	0
"816"	0	0	5.4	4	1	1	29.16	2	0	0	0	1	0	1	4	0	0	0	-0.416981279850006	11	0	0	0	0	1
"817"	1	0	3.9	3	2	1	15.21	1	0	0	0	1	1	1	4	0	0	0	-1.29634773731232	7	0	0	0	0	1
"818"	0	1	2.6	7	1	1	6.76	1	0	0	0	0	1	1	4	0	0	0	-1.37199747562408	9	0	0	0	0	0
"819"	1	1	3.4	5	2	1	11.56	2	0	0	0	0	0	1	4	0	0	0	-0.416981279850006	8	0	0	0	0	0
"820"	0	0	2.7	5	2	1	7.29	2	1	1	0	0	1	1	3	0	0	0	-0.416981279850006	2	0	0	0	1	0
"821"	1	0	2.6	2	2	1	6.76	2	1	0	0	1	0	1	2	0	0	0	-1.24018979072571	11	0	0	0	1	0
"822"	0	0	4.9	5	1	1	24.01	2	0	1	0	0	1	1	3	0	0	0	0.481876999139786	6	0	0	0	1	0
"824"	1	1	5.5	7	3	1	30.25	2	1	0	1	0	1	1	3	0	0	0	0.748831808567047	8	0	0	0	0	0
"825"	1	0	4.5	3	0	0	20.25	1	1	0	0	0	0	1	4	0	0	0	-2.19520616531372	6	0	0	0	0	0
"826"	0	0	3.7	3	1	1	13.69	1	1	0	1	0	1	1	1	0	0	0	2.67367696762085	11	0	0	0	0	0
"827"	1	0	1.9	8	2	1	3.61	3	1	0	1	0	1	1	3	0	0	0	-2.19520616531372	7	0	0	0	0	0
"828"	1	0	2.7	3	3	1	7.29	3	1	0	0	1	1	1	2	0	0	0	-1.24018979072571	11	0	0	0	0	0
"829"	0	1	4.8	4	1	1	23.04	2	0	0	0	0	0	1	4	0	0	0	-1.24018979072571	1	0	0	0	0	0
"830"	1	0	4.2	2	1	1	17.64	1	1	0	1	0	1	1	2	0	0	0	-0.150026470422745	8	0	0	0	1	0
"831"	0	1	1.9	8	1	1	3.61	1	0	0	1	0	1	1	4	0	0	0	0.748831808567047	1	0	0	0	0	0
"833"	0	0	5.3	3	1	1	28.09	1	0	0	1	0	1	1	4	0	0	0	1.58351361751556	1	0	0	0	1	0
"834"	0	1	3.8	5	2	1	14.44	3	0	1	0	0	1	0	4	0	0	0	-1.37199747562408	5	0	0	0	0	0
"835"	0	1	3.8	7	1	1	14.44	2	1	0	0	1	1	1	3	0	0	0	0.67318207025528	6	0	0	0	0	0
"836"	1	0	3.2	9	3	1	10.24	4	1	0	0	1	0	0	3	0	0	0	-0.341331571340561	11	0	1	0	1	1
"837"	1	1	4.6	5	1	0	21.16	2	1	0	1	0	0	0	4	0	0	0	-0.138553187251091	6	0	1	0	0	0
"838"	0	0	7.3	1	2	1	53.29	1	1	0	1	0	1	0	4	0	0	0	1.58351361751556	1	0	1	0	1	0
"839"	1	0	2.9	5	3	1	8.41	3	1	0	0	1	1	0	2	0	0	0	-0.138553187251091	11	0	1	0	1	0
"840"	1	1	3.6	5	2	1	12.96	1	1	0	1	0	1	0	4	0	0	0	-0.138553187251091	1	0	1	0	1	0
"841"	0	1	3.4	6	1	1	11.56	3	1	0	0	1	0	0	1	0	0	0	0.684655368328094	9	0	1	0	0	0
"842"	1	0	2.4	7	1	1	5.76	2	0	0	1	0	1	0	4	0	0	0	-1.24018979072571	4	0	1	0	1	0
"843"	0	1	2.8	7	2	1	7.84	2	1	0	1	0	0	0	2	0	0	0	-2.19520616531372	11	0	1	0	0	0
"844"	1	1	5.3	3	3	1	28.09	3	1	0	1	0	1	0	4	0	0	0	-1.37199747562408	1	1	1	0	1	0
"845"	0	1	2.1	9	2	1	4.41	2	0	0	1	0	1	0	4	0	0	0	0.481876999139786	1	1	1	0	1	0
"846"	1	0	3.5	5	2	1	12.25	3	0	0	1	0	1	0	4	0	0	0	0.684655368328094	7	0	1	0	1	0
"847"	0	0	4.4	3	3	1	19.36	3	0	0	1	0	0	0	4	0	0	0	-1.24018979072571	1	1	1	0	1	0
"848"	1	0	7.3	2	2	1	53.29	3	0	0	1	0	0	0	4	0	0	0	0.481876999139786	1	0	1	0	1	0
"849"	1	0	2.9	7	1	0	8.41	1	0	0	0	1	0	0	3	0	0	0	-1.24018979072571	10	0	1	0	1	0
"850"	0	1	2.8	7	2	1	7.84	2	1	0	1	0	0	0	4	0	0	0	-1.37199747562408	1	0	1	0	1	0
"851"	1	1	4.8	7	1	1	23.04	3	1	0	1	0	1	0	2	0	0	0	-2.19520616531372	1	0	1	0	1	0
"852"	1	1	4	7	1	1	16	2	1	0	1	0	1	0	4	0	0	0	-0.416981279850006	3	0	1	0	1	0
"854"	1	1	8.3	1	0	0	68.89	2	0	0	1	0	0	0	4	0	0	0	-2.19520616531372	1	0	1	0	1	0
"855"	0	1	5.4	2	1	0	29.16	1	1	0	1	0	0	0	4	0	0	0	-0.473139226436615	7	0	1	0	0	0
"856"	1	1	4.9	5	1	1	24.01	2	0	0	1	0	1	0	2	0	0	0	-1.24018979072571	8	0	1	0	1	0
"857"	0	0	3.3	3	0	1	10.89	2	1	0	0	1	1	0	1	0	0	0	-2.19520616531372	11	0	1	0	0	0
"858"	1	0	3.3	5	0	1	10.89	1	1	0	0	0	1	0	2	0	0	0	-2.19520616531372	9	0	1	0	0	0
"859"	0	0	5	3	1	1	25	2	1	0	1	0	1	0	2	0	0	0	0.760305106639862	6	0	1	0	0	0
"860"	1	0	6.8	2	2	1	46.24	2	0	0	0	1	1	0	0	0	0	0	-1.24018979072571	11	0	1	1	1	0
"861"	0	1	3.7	5	1	1	13.69	3	1	0	1	0	0	0	4	0	0	0	-2.19520616531372	6	0	1	0	0	0
"863"	1	0	2.1	6	1	1	4.41	3	0	0	1	0	1	0	4	0	0	0	0.760305106639862	1	0	1	0	1	0
"864"	0	1	2.7	9	0	0	7.29	1	0	0	0	0	0	0	0	0	0	0	0.760305106639862	1	0	1	1	0	0
"865"	1	1	2.3	7	0	1	5.29	1	0	0	0	0	0	0	4	0	0	0	-2.19520616531372	2	0	1	0	0	0
"866"	1	0	7.3	2	2	1	53.29	2	1	0	0	1	1	1	2	0	0	0	1.58351361751556	11	0	0	0	1	0
"867"	0	0	3	9	2	1	9	4	1	1	0	0	1	1	4	0	0	0	1.58351361751556	3	0	0	0	0	1
"868"	1	0	3.9	9	2	0	15.21	3	0	0	0	1	0	1	1	0	0	0	0.748831808567047	7	0	0	0	1	0
"869"	1	1	7.4	2	3	1	54.76	1	0	0	0	1	1	1	2	0	0	0	-1.37199747562408	11	0	0	0	1	0
"870"	1	0	3.7	2	2	0	13.69	1	0	0	1	0	0	1	4	0	0	0	-1.37199747562408	1	0	0	0	0	0
"872"	1	0	3.2	5	1	1	10.24	3	1	0	0	0	1	1	4	0	0	0	-1.24018979072571	6	0	0	0	0	0
"873"	0	1	2.9	8	0	1	8.41	2	0	0	0	0	1	1	4	0	0	0	-1.24018979072571	7	0	0	0	0	0
"874"	1	1	2.7	9	0	0	7.29	1	1	0	0	0	0	1	4	0	0	0	-2.19520616531372	8	0	0	0	0	0
"875"	0	1	2.4	9	2	1	5.76	3	0	0	0	1	1	1	4	0	0	0	4.06259870529175	10	0	0	0	1	0
"877"	0	0	3.5	5	1	0	12.25	1	1	0	0	1	0	1	1	0	0	0	1.77481877803802	10	0	0	0	1	0
"878"	1	0	2.7	3	2	1	7.29	1	0	0	0	0	0	1	4	0	0	0	-0.138553187251091	1	0	0	0	0	0
"879"	0	1	1.8	7	1	1	3.24	2	0	0	0	1	1	1	2	0	0	0	1.77481877803802	6	0	0	0	1	0
"880"	1	0	3.9	5	1	1	15.21	1	0	0	1	0	1	1	4	0	0	0	0.684655368328094	9	0	0	0	0	0
"881"	0	1	1.9	8	1	1	3.61	3	0	0	0	1	1	1	2	0	0	0	0.684655368328094	10	0	0	0	1	0
"882"	0	0	3.1	7	0	1	9.61	2	1	0	1	0	1	1	4	0	0	0	2.67367696762085	1	0	0	0	0	1
"883"	1	0	2.5	9	1	1	6.25	1	0	0	0	0	1	1	2	0	0	0	1.58351361751556	8	0	0	0	0	0
"884"	1	1	2	8	2	1	4	2	0	0	1	0	0	1	4	0	0	0	2.67367696762085	8	0	0	0	0	0
"885"	0	0	4.4	2	1	0	19.36	2	1	0	1	0	0	1	4	0	0	0	1.77481877803802	1	1	0	0	0	0
"886"	1	1	7	1	1	1	49	2	1	0	1	0	0	1	4	0	0	0	2.67367696762085	1	0	0	0	0	0
"887"	0	0	3.8	5	1	1	14.44	2	1	1	0	0	1	1	2	0	0	0	0.684655368328094	9	0	0	0	1	0
"888"	1	0	2.7	3	2	1	7.29	3	0	0	1	0	1	1	2	0	0	0	0.684655368328094	1	0	0	0	0	0
"889"	1	1	6.8	2	2	1	46.24	2	1	0	0	1	1	1	1	0	0	0	0.684655368328094	11	0	0	0	1	0
"890"	0	0	2.6	3	2	1	6.76	4	0	0	0	1	1	1	1	0	0	0	-1.24018979072571	11	0	0	0	1	0
"891"	1	0	5.1	3	1	1	26.01	2	1	0	0	1	1	1	1	0	0	0	2.67367696762085	11	0	0	0	1	0
"892"	0	0	5.1	5	2	1	26.01	4	0	1	0	0	1	1	2	0	0	0	-0.138553187251091	1	0	0	0	1	0
"893"	1	0	3.8	2	1	1	14.44	3	1	1	0	0	1	0	2	0	0	0	-2.19520616531372	7	0	0	0	1	0
"894"	0	1	6.4	2	1	1	40.96	3	1	0	0	1	0	0	2	0	0	0	-2.19520616531372	9	0	0	0	1	0
"896"	0	0	2.1	4	1	1	4.41	2	0	1	0	0	1	0	3	0	0	0	-1.37199747562408	7	0	0	0	0	0
"897"	1	0	2.5	3	2	1	6.25	2	1	0	0	1	1	0	2	0	0	0	-2.19520616531372	10	0	0	0	1	1
"898"	0	0	3.7	3	1	1	13.69	3	1	0	1	0	1	0	3	0	0	0	-2.19520616531372	5	0	0	0	0	0
"900"	1	0	3.5	2	2	1	12.25	3	1	0	0	1	1	0	1	0	0	0	-2.19520616531372	10	0	0	0	1	0
"901"	0	0	4.5	2	1	1	20.25	2	1	1	0	0	1	0	3	0	0	0	-2.19520616531372	10	1	0	0	0	0
"902"	1	1	2.6	3	2	NA	6.76	3	1	0	0	1	0	0	1	0	0	0	-2.19520616531372	9	0	0	0	1	0
"903"	0	0	2.6	1	1	1	6.76	2	1	0	0	1	1	0	1	0	0	0	-3.09287762641907	10	0	0	0	0	0
"904"	1	0	6.8	1	2	1	46.24	1	0	0	0	1	1	0	1	0	0	0	-3.09287762641907	9	0	0	0	0	0
"906"	1	1	4.5	1	2	1	20.25	1	0	0	0	1	1	0	1	0	0	0	-2.19520616531372	9	0	0	0	1	0
"907"	1	0	3.7	5	2	1	13.69	3	0	0	0	1	1	0	2	0	0	0	-1.37199747562408	9	1	1	0	1	0
"908"	0	0	3.8	5	2	1	14.44	3	1	1	0	0	1	0	4	0	0	0	-0.341331571340561	8	1	1	0	0	0
"909"	1	0	3.9	5	2	1	15.21	4	1	1	0	0	1	0	4	0	0	0	-1.24018979072571	1	1	1	0	1	0
"910"	0	0	4.3	2	3	1	18.49	4	1	0	0	1	1	0	0	0	0	0	1.58351361751556	11	1	1	1	1	0
"911"	1	0	4	5	1	1	16	3	1	1	0	0	1	0	4	0	0	0	-1.24018979072571	6	0	1	0	1	0
"912"	1	0	4	2	2	1	16	2	1	1	0	0	1	0	3	0	0	0	-1.24018979072571	9	1	1	0	1	1
"913"	1	0	6.3	3	3	1	39.69	4	1	0	0	1	1	0	1	0	0	0	-1.24018979072571	11	1	1	0	1	0
"914"	0	1	3.6	3	1	1	12.96	2	1	1	0	0	1	0	4	0	0	0	-1.24018979072571	8	0	1	0	0	0
"916"	0	1	3.4	7	1	1	11.56	2	1	1	0	0	0	0	3	0	0	0	1.77481877803802	9	1	1	0	0	0
"917"	1	1	7.3	5	1	1	53.29	2	1	0	0	1	1	0	3	0	0	0	1.58351361751556	11	0	1	0	0	0
"919"	0	0	3.4	5	1	1	11.56	3	1	1	0	0	1	0	1	0	0	0	-1.37199747562408	6	1	1	0	0	1
"920"	1	0	1.8	6	2	1	3.24	3	0	1	0	0	1	0	3	0	0	0	2.07357692718506	6	1	1	0	0	0
"921"	0	0	3.9	3	1	1	15.21	2	1	0	0	1	1	0	2	0	0	0	-1.24018979072571	11	0	1	0	1	0
"922"	1	1	1.9	7	3	1	3.61	4	0	0	0	1	1	0	1	0	0	0	0.481876999139786	11	0	1	0	1	0
"923"	0	0	3.1	5	0	1	9.61	4	1	0	0	1	1	0	2	0	0	0	-0.138553187251091	10	1	1	0	1	0
"924"	1	0	2.6	4	2	1	6.76	1	0	1	0	0	1	1	4	0	0	1	-0.416981279850006	7	1	0	0	0	0
"925"	0	1	7.4	3	2	1	54.76	3	1	0	0	1	1	1	1	0	0	1	0.481876999139786	10	1	0	0	1	0
"929"	0	1	4.3	6	2	1	18.49	2	0	0	0	1	0	1	1	0	0	1	2.67367696762085	11	0	0	0	0	0
"930"	1	1	2.6	9	2	0	6.76	3	0	1	0	0	0	1	4	0	0	1	-0.416981279850006	7	0	0	0	0	0
"932"	1	0	2.2	5	2	1	4.84	2	0	0	0	1	0	1	2	0	0	1	-0.270360827445984	11	0	0	0	1	0
"933"	1	0	3.8	5	0	1	14.44	2	1	0	0	1	1	1	1	0	0	1	-0.416981279850006	10	1	0	0	0	0
"934"	1	1	4.4	5	0	1	19.36	2	1	0	0	0	0	1	0	0	0	1	-0.416981279850006	8	0	0	1	0	0
"935"	0	1	5.8	4	2	1	33.64	4	1	0	1	0	1	1	1	0	0	1	0.481876999139786	8	1	0	0	1	0
"936"	1	0	2.8	9	3	1	7.84	2	0	1	0	0	1	1	3	0	0	1	0.67318207025528	6	0	0	0	0	0
"937"	0	1	5.3	7	2	1	28.09	2	1	0	0	1	1	1	1	0	0	1	0.684655368328094	10	0	0	0	1	0
"939"	0	0	3	6	2	1	9	3	1	0	0	1	1	1	2	0	0	1	0.684655368328094	9	0	0	0	1	0
"941"	0	1	2.2	5	1	1	4.84	2	0	0	0	1	1	1	1	0	0	1	-0.416981279850006	11	0	0	0	1	0
"942"	1	0	4.2	5	2	0	17.64	2	0	0	0	1	0	0	2	0	0	1	-0.416981279850006	9	0	0	0	0	0
"943"	0	0	2.4	5	3	0	5.76	1	1	0	0	1	0	0	2	0	0	1	-0.416981279850006	9	0	0	0	0	0
"944"	1	1	2.6	2	1	0	6.76	2	1	0	0	0	0	0	2	0	0	1	-0.416981279850006	6	0	0	0	0	0
"945"	0	1	2.6	5	1	1	6.76	3	0	0	1	0	1	1	2	0	0	1	-0.416981279850006	6	0	0	0	0	0
"946"	1	1	4.7	5	1	1	22.09	3	1	0	0	1	1	1	2	0	0	1	1.57204031944275	10	0	0	0	0	0
"947"	0	0	2.2	7	1	1	4.84	2	1	1	0	0	1	1	3	0	0	1	1.77481877803802	6	0	0	0	1	0
"948"	1	1	5.5	7	2	0	30.25	4	1	0	1	0	0	1	4	0	0	1	0.748831808567047	7	0	0	0	0	0
"951"	0	1	5.1	3	3	1	26.01	1	1	0	0	1	1	1	3	0	0	1	-0.341331571340561	9	1	0	0	0	0
"953"	0	1	2.4	7	3	1	5.76	4	0	0	1	0	1	1	4	0	0	1	0.748831808567047	6	1	0	0	1	0
"954"	1	1	2.6	5	3	0	6.76	1	0	0	0	0	0	1	4	0	0	1	-2.19520616531372	6	0	0	0	0	0
"955"	0	0	2.4	5	2	0	5.76	1	1	0	0	1	0	1	4	0	0	1	-1.24018979072571	9	1	0	0	0	0
"956"	1	0	4.8	5	3	1	23.04	1	1	0	0	0	0	1	3	0	0	1	-2.19520616531372	6	0	0	0	0	0
"957"	0	0	4.2	1	2	1	17.64	1	0	0	0	0	0	1	4	0	1	0	-2.19520616531372	2	0	0	0	0	0
"958"	1	1	3	7	1	0	9	3	1	0	0	0	0	1	2	0	1	0	-0.416981279850006	10	0	0	0	0	0
"959"	0	1	2.1	8	1	0	4.41	2	0	0	0	0	0	1	2	0	1	0	0.748831808567047	9	0	0	0	0	0
"960"	1	0	4.8	5	1	1	23.04	2	0	0	0	1	1	1	1	0	0	1	-2.19520616531372	10	0	0	0	1	0
"961"	0	1	8.6	3	1	1	73.96	1	0	0	0	1	0	1	0	0	0	1	1.58351361751556	9	0	0	1	1	0
"962"	1	0	2.8	7	1	1	7.84	3	1	0	0	1	1	1	2	0	0	1	-0.341331571340561	11	0	0	0	0	0
"964"	1	1	5.1	7	1	1	26.01	2	1	0	0	1	1	1	3	0	0	1	2.67367696762085	11	0	0	0	0	0
"965"	0	1	3.8	7	2	1	14.44	3	0	0	1	0	1	1	4	0	0	1	-1.24018979072571	9	0	0	0	1	0
"966"	1	0	2.5	6	1	1	6.25	2	1	1	0	0	0	1	4	0	0	1	1.57204031944275	8	0	0	0	0	0
"967"	0	0	3.2	4	3	1	10.24	3	1	1	0	0	0	1	4	0	0	1	-0.416981279850006	7	0	0	0	1	0
"968"	1	1	3.7	4	3	1	13.69	3	0	0	0	1	0	1	1	0	0	1	1.57204031944275	11	0	0	0	1	1
"970"	1	0	2.7	5	0	1	7.29	2	0	0	0	1	0	0	2	0	0	1	-0.416981279850006	11	0	0	0	1	0
"971"	0	1	3.6	7	3	0	12.96	3	0	1	0	0	0	0	3	0	0	1	-2.19520616531372	6	0	0	0	1	0
"972"	1	0	3.7	5	3	1	13.69	2	1	1	0	0	1	1	1	0	0	1	0.481876999139786	9	0	0	0	0	0
"973"	0	0	2	7	2	0	4	2	1	0	0	0	0	1	0	0	0	1	0.481876999139786	9	0	0	1	0	0
"974"	1	1	5.1	3	0	0	26.01	1	0	1	0	0	0	1	3	0	0	1	-0.416981279850006	5	0	0	0	0	0
"975"	0	1	2.5	7	2	1	6.25	4	0	0	0	1	0	1	2	0	0	1	-3.09287762641907	8	0	0	0	0	0
"976"	1	1	4.5	7	2	1	20.25	2	0	0	1	0	1	1	4	0	0	1	-0.416981279850006	2	0	0	0	1	0
"977"	0	0	5.8	3	1	1	33.64	1	0	1	0	0	1	1	3	0	0	1	-0.416981279850006	6	0	0	0	0	0
"978"	1	0	3.8	5	1	1	14.44	1	1	0	0	1	1	1	3	0	1	0	-0.416981279850006	8	0	0	0	0	0
"979"	0	0	1.8	7	1	1	3.24	2	0	0	0	0	1	1	3	0	1	0	-0.416981279850006	5	0	0	0	0	0
"980"	1	1	2.7	5	1	1	7.29	2	1	0	0	0	1	1	2	0	1	0	-0.416981279850006	8	0	0	0	0	0
"981"	0	1	3.1	3	2	1	9.61	2	1	0	0	1	1	0	1	0	1	0	-0.416981279850006	10	0	0	0	0	0
